label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
G2,306,1526,1026,912,20251203_124620.jpg,1800,4000,0.24505389,0.471271914,0.490727489,0.018768793,0.089384279,0.075282172,0.246666667,0.4609375,0.48627451
G3,429,1167,982,947,20251203_124642.jpg,1800,4000,0.255632582,0.456370106,0.449286023,0.02737978,0.086533991,0.090022985,0.257309942,0.453125,0.454901961
G4,298,1254,1079,1044,20251203_124702.jpg,1800,4000,0.255929329,0.470830933,0.507089,0.021482257,0.0940517,0.076879733,0.258706468,0.450704225,0.51372549
G5,1651,261,1061,1150,20251203_124731.jpg,4000,1800,0.242552928,0.469640034,0.465100425,0.022770747,0.098251615,0.082417624,0.245762712,0.455445545,0.462745098
G6,122,982,1678,1605,20251203_125554.jpg,1800,4000,0.225259993,0.717904826,0.523308844,0.014660118,0.105822902,0.070567621,0.226315789,0.715686275,0.525490196
G7,324,1544,1237,1377,20251203_125635.jpg,1800,4000,0.235433661,0.608142598,0.450583733,0.021057418,0.102076925,0.0883813,0.237704918,0.595744681,0.454901961
G8,140,1132,1035,1088,20251203_125654.jpg,1800,4000,0.245746968,0.544147665,0.457614982,0.020395214,0.087996726,0.090850773,0.246268657,0.529850746,0.466666667
G9,140,1096,1281,1316,20251203_125715.jpg,1800,4000,0.238395314,0.586577648,0.458688471,0.017478965,0.099167616,0.081692472,0.23989899,0.582608696,0.450980392
G10,1286,319,1240,1150,20251203_125736.jpg,4000,1800,0.240073487,0.591069662,0.455301725,0.0199846,0.103755373,0.083314468,0.242647059,0.578571429,0.458823529
G11,201,1132,1599,1439,20251203_130004.jpg,1800,4000,0.233567142,0.6980125,0.514845509,0.01925618,0.10596176,0.080746899,0.233333333,0.698630137,0.525490196
G12,78,1316,1368,1386,20251203_130023.jpg,1800,4000,0.221304558,0.778572266,0.496243645,0.015581588,0.101652065,0.081637201,0.222713864,0.798319328,0.494117647
G13,1798,261,1118,1316,20251203_130048.jpg,4000,1800,0.218694641,0.718556678,0.530332694,0.019499945,0.121848572,0.062339582,0.222222222,0.72972973,0.533333333
G14,1555,280,1335,1163,20251203_130106.jpg,4000,1800,0.22726611,0.688676512,0.562780095,0.014188397,0.107103484,0.063722086,0.227891156,0.682119205,0.57254902
G15,1727,267,1118,1150,20251203_130124.jpg,4000,1800,0.228879269,0.665625468,0.536736719,0.017213619,0.114600944,0.066214924,0.230902778,0.657657658,0.545098039
C1,657,1702,719,728,20251203_130324.jpg,1800,4000,0.095778019,0.220772507,0.303674644,0.059625273,0.069998903,0.077573918,0.090909091,0.211764706,0.298039216
C2,482,1544,1026,1044,20251203_130355.jpg,1800,4000,0.118880839,0.20996622,0.291770048,0.178414043,0.077032054,0.079541953,0.083333333,0.204819277,0.290196078
C3,2085,504,927,895,20251203_130415.jpg,4000,1800,0.121233223,0.253698286,0.289708656,0.066505515,0.093753308,0.077194555,0.125,0.242424242,0.274509804
C4,1932,440,843,824,20251203_130434.jpg,4000,1800,0.09099226,0.221665924,0.281177479,0.099973371,0.073858118,0.081710696,0.078947368,0.214285714,0.266666667
C5,1708,184,1527,1329,20251203_130452.jpg,4000,1800,0.093231911,0.259254393,0.294133478,0.083100477,0.092868604,0.071517086,0.083333333,0.252873563,0.298039216
C6,227,1395,1526,1421,20251203_130719.jpg,1800,4000,0.220099925,0.714592522,0.532000028,0.017469233,0.101033131,0.07422015,0.21875,0.72,0.541176471
C7,412,1430,1388,1500,20251203_130748.jpg,1800,4000,0.221606734,0.734127143,0.491576777,0.022549244,0.105440718,0.086297799,0.219887955,0.733333333,0.505882353
C8,254,1360,1298,1377,20251203_130814.jpg,1800,4000,0.22397422,0.66082324,0.555982517,0.020725079,0.088194582,0.079173524,0.223856209,0.650306748,0.568627451
C9,52,982,1640,1439,20251203_130828.jpg,1800,4000,0.227648587,0.684686623,0.525167991,0.017922469,0.113908179,0.080382352,0.227699531,0.682758621,0.541176471
C10,43,1044,1430,1263,20251203_130843.jpg,1800,4000,0.228417116,0.625229756,0.530984552,0.017596906,0.094694943,0.07755796,0.227083333,0.614379085,0.549019608
