label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
G11,201,1132,1599,1439,20251203_130004.jpg,1800,4000,0.233567142,0.6980125,0.514845509,0.01925618,0.10596176,0.080746899,0.233333333,0.698630137,0.525490196,GREEN_Shade_ids,GREEN,0.26,0.03,0.129,0.0726,0.018,0.111,05/12/2025,Shade
G5,1651,261,1061,1150,20251203_124731.jpg,4000,1800,0.242552928,0.469640034,0.465100425,0.022770747,0.098251615,0.082417624,0.245762712,0.455445545,0.462745098,GREEN_white_blue_led_ids,GREEN,0.38,0.03,0.1606,0.0944,0.024,0.137,05/12/2025,White+Blue LED
G4,298,1254,1079,1044,20251203_124702.jpg,1800,4000,0.255929329,0.470830933,0.507089,0.021482257,0.0940517,0.076879733,0.258706468,0.450704225,0.51372549,GREEN_white_blue_led_ids,GREEN,0.32,0.03,0.1635,0.0888,0.022,0.141,05/12/2025,White+Blue LED
C9,52,982,1640,1439,20251203_130828.jpg,1800,4000,0.227648587,0.684686623,0.525167991,0.017922469,0.113908179,0.080382352,0.227699531,0.682758621,0.541176471,GREEN_Control_ids,GREEN,0.33,0.03,0.1504,0.08,0.02,0.13,05/12/2025,Control-Sun
G14,1555,280,1335,1163,20251203_130106.jpg,4000,1800,0.22726611,0.688676512,0.562780095,0.014188397,0.107103484,0.063722086,0.227891156,0.682119205,0.57254902,GREEN_Shade_ids,GREEN,0.18,0.03,0.1072,0.0611,0.015,0.092,05/12/2025,Shade
C7,412,1430,1388,1500,20251203_130748.jpg,1800,4000,0.221606734,0.734127143,0.491576777,0.022549244,0.105440718,0.086297799,0.219887955,0.733333333,0.505882353,GREEN_Control_ids,GREEN,0.44,0.03,0.1359,0.0915,0.023,0.113,05/12/2025,Control-Sun
C8,254,1360,1298,1377,20251203_130814.jpg,1800,4000,0.22397422,0.66082324,0.555982517,0.020725079,0.088194582,0.079173524,0.223856209,0.650306748,0.568627451,GREEN_Control_ids,GREEN,0.23,0.03,0.1447,0.0786,0.02,0.125,05/12/2025,Control-Sun
R5,219,50,1698,1517,20251207_141906.jpg,2992,2992,0.137576206,0.364224779,0.241534754,0.049282863,0.124829199,0.052892495,0.141666667,0.369863014,0.243137255,RED_white_blue_led_ids,RED,0.27,0.03,0.5661,0.7224,0.181,0.386,09/12/2025,White+Blue LED
R14,54,486,1657,1508,20251207_145219.jpg,2992,2992,0.166869795,0.848728774,0.290138943,0.01922642,0.185475872,0.076878224,0.169590643,0.9375,0.290196078,RED_Shade_ids,RED,0.21,0.03,0.3723,0.6947,0.174,0.199,09/12/2025,Shade
R15,359,0,1648,1442,20251207_145303.jpg,2992,2992,0.156656548,0.821471048,0.274299683,0.02975144,0.222592171,0.07796172,0.164141414,0.944444444,0.266666667,RED_Shade_ids,RED,0.28,0.03,0.4984,0.7101,0.178,0.321,09/12/2025,Shade
G11,293,58,1772,2242,20251207_145551.jpg,2992,2992,0.194606708,0.968751605,0.419745713,0.018861641,0.088019706,0.06445308,0.189814815,1,0.423529412,GREEN_Shade_ids,GREEN,0.37,0.03,0.1574,0.4992,0.125,0.033,09/12/2025,Shade
G12,227,82,1813,1888,20251207_145825.jpg,2992,2992,0.191535451,0.974321684,0.412697002,0.0168719,0.07796911,0.07155809,0.190883191,1,0.419607843,GREEN_Shade_ids,GREEN,0.23,0.03,0.1262,0.3416,0.085,0.041,09/12/2025,Shade
G13,318,198,2118,1962,20251207_145911.jpg,2992,2992,0.194364499,0.97075287,0.44279421,0.016852465,0.079515074,0.077804723,0.190705128,1,0.447058824,GREEN_Shade_ids,GREEN,0.61,0.03,0.1371,0.4183,0.105,0.033,09/12/2025,Shade
G14,104,0,2052,2118,20251207_150011.jpg,2992,2992,0.191736476,0.96839021,0.487573692,0.014488888,0.082993145,0.069292848,0.188888889,1,0.498039216,GREEN_Shade_ids,GREEN,0.27,0.03,0.151,0.4341,0.109,0.042,09/12/2025,Shade
G15,244,338,1838,1986,20251207_150059.jpg,2992,2992,0.190778725,0.989299877,0.376915548,0.016682049,0.047422217,0.063304159,0.188888889,1,0.380392157,GREEN_Shade_ids,GREEN,0.25,0.03,0.1385,0.4195,0.105,0.034,09/12/2025,Shade
C1,549,379,1500,1508,20251207_150459.jpg,2992,2992,0.121473782,0.715877717,0.287638607,0.026821236,0.1931527,0.0906548,0.120218579,0.684210526,0.294117647,RED_Control_ids,RED,0.23,0.03,0.5577,0.6355,0.159,0.399,09/12/2025,Control-Sun
C2,62,371,2019,1797,20251207_150611.jpg,2992,2992,0.105284505,0.659417705,0.304117744,0.019665833,0.1969983,0.099428474,0.103174603,0.612903226,0.31372549,RED_Control_ids,RED,0.25,0.03,0.7991,0.662,0.166,0.634,09/12/2025,Control-Sun
C3,400,264,1838,1764,20251207_150705.jpg,2992,2992,0.117082222,0.711492988,0.248935809,0.020201656,0.204900595,0.08416594,0.119047619,0.676923077,0.250980392,RED_Control_ids,RED,0.28,0.03,0.5859,0.6995,0.175,0.411,09/12/2025,Control-Sun
C4,442,462,1640,1591,20251207_150755.jpg,2992,2992,0.097624584,0.718593463,0.223948364,0.024401069,0.203525345,0.076580329,0.09375,0.711538462,0.215686275,RED_Control_ids,RED,0.2,0.03,0.8798,0.703,0.176,0.704,09/12/2025,Control-Sun
C5,211,140,1929,1879,20251207_150851.jpg,2992,2992,0.111391827,0.656477401,0.271389223,0.030305826,0.216562877,0.089452747,0.112244898,0.613636364,0.278431373,RED_Control_ids,RED,0.21,0.03,1.0127,0.5168,0.129,0.884,09/12/2025,Control-Sun
C6,499,74,1838,1797,20251207_151126.jpg,2992,2992,0.182766112,0.973928849,0.417919318,0.016398316,0.075644958,0.078090822,0.179166667,1,0.423529412,GREEN_Control_ids,GREEN,0.18,0.03,0.1231,0.3403,0.085,0.038,09/12/2025,Control-Sun
C7,21,322,1756,1789,20251207_151213.jpg,2992,2992,0.185915263,0.949319967,0.396488385,0.018180753,0.100732686,0.083767253,0.179710145,1,0.403921569,GREEN_Control_ids,GREEN,0.28,0.03,0.1236,0.3673,0.092,0.032,09/12/2025,Control-Sun
C8,153,577,1723,1648,20251207_151303.jpg,2992,2992,0.187845006,0.962249252,0.417695925,0.017299433,0.079162972,0.086588011,0.183060109,1,0.431372549,GREEN_Control_ids,GREEN,0.31,0.03,0.1533,0.4573,0.114,0.039,09/12/2025,Control-Sun
R12,384,17,1681,1789,20251207_145032.jpg,2992,2992,0.173765462,0.881275735,0.278994206,0.022032647,0.16819626,0.087592286,0.173333333,1,0.290196078,RED_Shade_ids,RED,0.26,0.03,0.351,0.7063,0.177,0.292,09/12/2025,Shade
R4,252,190,1525,1533,20251207_141839.jpg,2992,2992,0.12741665,0.379972582,0.242446797,0.049373047,0.118703264,0.049428505,0.122222222,0.379310345,0.243137255,RED_white_blue_led_ids,RED,0.26,0.03,0.6931,0.7705,0.193,0.5,09/12/2025,White+Blue LED
R11,351,50,1599,1673,20251207_144921.jpg,2992,2992,0.173059993,0.86206236,0.26714155,0.016042504,0.172329793,0.067282505,0.173469388,0.955882353,0.266666667,RED_Shade_ids,RED,0.28,0.03,0.3036,0.5977,0.149,0.202,09/12/2025,Shade
G9,29,379,2077,1789,20251207_144545.jpg,2992,2992,0.193702718,0.944122542,0.383350357,0.021731132,0.114315446,0.079077992,0.18707483,1,0.392156863,GREEN_white_led_ids,GREEN,0.27,0.03,0.1345,0.3986,0.1,0.035,09/12/2025,White LED
R2,0,99,1538,1657,20251207_141728.jpg,2992,2992,0.132196269,0.660375288,0.182101073,0.030952104,0.269441347,0.070957154,0.133333333,0.676470588,0.180392157,RED_white_blue_led_ids,RED,0.16,0.03,0.6154,0.6725,0.168,0.447,09/12/2025,White+Blue LED
R1,186,140,1747,1418,20251207_141612.jpg,2992,2992,0.15725694,0.760332491,0.217189923,0.020062756,0.229665555,0.066141439,0.158914729,0.802816901,0.219607843,RED_white_blue_led_ids,RED,0.27,0.03,0.5207,0.7561,0.189,0.332,09/12/2025,White+Blue LED
G1,491,50,1681,1739,20251207_142441.jpg,2992,2992,0.216318796,0.837513953,0.335581478,0.024252892,0.159121955,0.080409463,0.215686275,0.867346939,0.345098039,GREEN_white_blue_led_ids,GREEN,0.72,0.03,0.1561,0.4924,0.123,0.033,09/12/2025,White+Blue LED
G2,351,387,1657,1665,20251207_142615.jpg,2992,2992,0.209066072,0.746487327,0.3539896,0.019531455,0.148869337,0.065228085,0.206790123,0.731092437,0.356862745,GREEN_white_blue_led_ids,GREEN,0.27,0.03,0.1625,0.4995,0.125,0.038,09/12/2025,White+Blue LED
G3,433,0,1484,1475,20251207_142834.jpg,2992,2992,0.208830107,0.813462536,0.365802948,0.019184952,0.151485309,0.066427219,0.207142857,0.81372549,0.368627451,GREEN_white_blue_led_ids,GREEN,0.4,0.03,0.1741,0.5582,0.14,0.035,09/12/2025,White+Blue LED
G4,46,585,1401,1385,20251207_142946.jpg,2992,2992,0.198298934,0.897807229,0.32058241,0.019679719,0.150998035,0.067241539,0.194139194,1,0.329411765,GREEN_white_blue_led_ids,GREEN,0.61,0.03,0.1773,0.5863,0.147,0.031,09/12/2025,White+Blue LED
G5,359,33,1500,1418,20251207_143054.jpg,2992,2992,0.197611647,0.741961895,0.314192093,0.018151809,0.114079921,0.061462622,0.194444444,0.746268657,0.317647059,GREEN_white_blue_led_ids,GREEN,0.6,0.03,0.1895,0.6289,0.157,0.032,09/12/2025,White+Blue LED
R6,747,256,1245,1253,20251207_143358.jpg,2992,2992,0.107525361,0.310237599,0.245148217,0.037237782,0.089893564,0.051897863,0.111111111,0.298507463,0.243137255,RED_white_led_ids,RED,0.2,0.03,0.5122,0.4783,0.12,0.393,09/12/2025,White LED
R7,409,115,1591,1566,20251207_143452.jpg,2992,2992,0.129198772,0.597271414,0.256872516,0.023902411,0.209192036,0.079821781,0.127192982,0.560606061,0.262745098,RED_white_led_ids,RED,0.25,0.03,0.5503,0.8727,0.218,0.332,09/12/2025,White LED
R8,0,0,2057,1665,20251207_143606.jpg,2992,2992,0.146630432,0.639593398,0.245096918,0.022877707,0.232078669,0.075763119,0.146464646,0.62962963,0.243137255,RED_white_led_ids,RED,0.76,0.03,0.4176,0.7953,0.199,0.219,09/12/2025,White LED
R9,219,41,1657,1599,20251207_143703.jpg,2992,2992,0.103178985,0.305320869,0.315242635,0.026339911,0.076401867,0.054299726,0.104166667,0.309090909,0.321568627,RED_white_led_ids,RED,0.27,0.03,0.4936,0.7913,0.198,0.296,09/12/2025,White LED
R10,161,272,1673,1492,20251207_143753.jpg,2992,2992,0.131680484,0.589117373,0.205429416,0.029178079,0.221596611,0.070996833,0.133333333,0.553846154,0.207843137,RED_white_led_ids,RED,0.31,0.03,0.4782,0.8527,0.213,0.265,09/12/2025,White LED
G6,104,99,1830,1962,20251207_144122.jpg,2992,2992,0.197996378,0.917375742,0.370499738,0.021630578,0.127205071,0.084712245,0.193548387,1,0.380392157,GREEN_white_led_ids,GREEN,0.37,0.03,0.1512,0.4618,0.115,0.036,09/12/2025,White LED
G7,285,140,1888,1879,20251207_144357.jpg,2992,2992,0.200957456,0.922610226,0.354466483,0.022849451,0.126765492,0.090183379,0.196491228,1,0.364705882,GREEN_white_led_ids,GREEN,0.31,0.03,0.1854,0.5649,0.141,0.044,09/12/2025,White LED
G8,392,17,2011,1871,20251207_144451.jpg,2992,2992,0.200938948,0.949665395,0.358002334,0.022300694,0.094993737,0.076604888,0.199494949,1,0.368627451,GREEN_white_led_ids,GREEN,0.74,0.03,0.1327,0.3839,0.096,0.037,09/12/2025,White LED
G10,5,214,1731,1805,20251207_144636.jpg,2992,2992,0.188758026,0.958323881,0.418902045,0.018437959,0.104157223,0.084389552,0.183080808,1,0.42745098,GREEN_white_led_ids,GREEN,0.34,0.03,0.1494,0.4207,0.105,0.044,09/12/2025,White LED
R3,425,132,1599,1484,20251207_141814.jpg,2992,2992,0.143597862,0.572865801,0.161916476,0.029998746,0.228137954,0.061578018,0.143939394,0.543859649,0.160784314,RED_white_blue_led_ids,RED,0.13,0.03,0.8439,0.4231,0.106,0.738,09/12/2025,White+Blue LED
R13,260,330,1616,1616,20251207_145122.jpg,2992,2992,0.16733334,0.843215956,0.237243388,0.018483013,0.194164863,0.075863218,0.169047619,0.946428571,0.239215686,RED_Shade_ids,RED,0.28,0.03,0.469,0.8322,0.208,0.164,09/12/2025,Shade
C10,260,585,1805,1681,20251207_151445.jpg,2992,2992,0.182655928,0.968850686,0.436743645,0.01699245,0.083310421,0.084728247,0.176870748,1,0.454901961,GREEN_Control_ids,GREEN,0.3,0.03,0.1542,0.4561,0.114,0.04,09/12/2025,Control-Sun
C9,194,58,2110,1970,20251207_151405.jpg,2992,2992,0.181057039,0.983468778,0.441987511,0.014694173,0.056237209,0.07504964,0.177871148,1,0.450980392,GREEN_Control_ids,GREEN,0.31,0.03,0.1206,0.3526,0.088,0.032,09/12/2025,Control-Sun
C9,13,0,2778,2489,20251216_123908.jpg,2992,2992,0.208682387,0.975301881,0.414335518,0.023780057,0.08813227,0.109644457,0.205782313,1,0.419607843,GREEN_Control_ids,GREEN,0.67,0.03,0.1455,0.3441,0.086,0.059,17/12/2025,Control-Sun
R15,5,0,2407,2440,20251216_122508.jpg,2992,2992,0.179381743,0.856308664,0.307970056,0.019159066,0.20587234,0.091729417,0.176638177,1,0.301960784,RED_Shade_ids,RED,0.45,0.03,0.3403,0.5243,0.131,0.209,17/12/2025,Shade
R1,46,0,2390,2160,20251216_120226.jpg,2992,2992,0.105376642,0.466338466,0.295477682,0.03060756,0.249708243,0.092357369,0.097222222,0.418604651,0.294117647,RED_white_blue_led_ids,RED,0.42,0.03,0.3447,0.4428,0.111,0.234,17/12/2025,White+Blue LED
G11,0,8,2989,2522,20251216_122733.jpg,2992,2992,0.215745544,0.967500626,0.420756027,0.037758582,0.098593171,0.124010824,0.20625,1,0.435294118,GREEN_Shade_ids,GREEN,0.88,0.03,0.1282,0.3164,0.079,0.049,17/12/2025,Shade
G12,137,17,2539,2333,20251216_122759.jpg,2992,2992,0.217332207,0.935769616,0.499155902,0.024257237,0.117624187,0.0976064,0.216101695,1,0.494117647,GREEN_Shade_ids,GREEN,0.72,0.03,0.1259,0.3516,0.088,0.038,17/12/2025,Shade
G13,392,643,2415,2349,20251216_122823.jpg,2992,2992,0.218961768,0.939651251,0.442308661,0.028471165,0.115809412,0.106909973,0.214285714,1,0.450980392,GREEN_Shade_ids,GREEN,0.76,0.03,0.1122,0.2965,0.074,0.038,17/12/2025,Shade
G14,46,338,2399,1953,20251216_122902.jpg,2992,2992,0.214376083,0.933162852,0.419460009,0.024708033,0.120739407,0.102051463,0.214015152,1,0.423529412,GREEN_Shade_ids,GREEN,0.49,0.03,0.1265,0.3537,0.088,0.038,17/12/2025,Shade
G15,46,0,2946,2514,20251216_123001.jpg,2992,2992,0.209235873,0.947377268,0.400516055,0.031747233,0.115446556,0.11332174,0.203125,1,0.419607843,GREEN_Shade_ids,GREEN,0.7,0.03,0.1363,0.3911,0.098,0.039,17/12/2025,Shade
C1,5,17,2934,2440,20251216_123311.jpg,2992,2992,0.112167413,0.604778868,0.302992657,0.029983931,0.273592102,0.107303548,0.103773585,0.573529412,0.298039216,RED_Control_ids,RED,0.38,0.03,0.4537,0.3259,0.081,0.372,17/12/2025,Control-Sun
R14,203,0,2761,2555,20251216_122439.jpg,2992,2992,0.186979247,0.800896244,0.412635136,0.018267239,0.223710517,0.092145247,0.182539683,0.892473118,0.403921569,RED_Shade_ids,RED,0.57,0.03,0.3571,0.5738,0.143,0.214,17/12/2025,Shade
C3,178,41,2283,2407,20251216_123406.jpg,2992,2992,0.103903725,0.57858058,0.296539698,0.02321131,0.234897154,0.093295725,0.098958333,0.537313433,0.294117647,RED_Control_ids,RED,0.79,0.03,0.6139,0.6157,0.154,0.46,17/12/2025,Control-Sun
C4,112,91,2432,2464,20251216_123429.jpg,2992,2992,0.099203126,0.526703466,0.30272793,0.021533609,0.223347895,0.103032277,0.095744681,0.491525424,0.301960784,RED_Control_ids,RED,0.48,0.03,0.5629,0.5422,0.136,0.427,17/12/2025,Control-Sun
C5,5,0,2530,2473,20251216_123452.jpg,2992,2992,0.107109287,0.628010095,0.306906128,0.029294892,0.278359766,0.109760177,0.100877193,0.641791045,0.294117647,RED_Control_ids,RED,0.29,0.03,0.6089,0.3531,0.088,0.521,17/12/2025,Control-Sun
C6,244,643,2530,2349,20251216_123738.jpg,2992,2992,0.215376932,0.972919834,0.406285543,0.024347045,0.080003103,0.103645349,0.211678832,1,0.4,GREEN_Control_ids,GREEN,0.66,0.03,0.1153,0.2914,0.073,0.042,17/12/2025,Control-Sun
C7,178,0,2506,2291,20251216_123819.jpg,2992,2992,0.213225577,0.94626821,0.416708074,0.034082735,0.170188608,0.132467031,0.21031746,1,0.407843137,GREEN_Control_ids,GREEN,1.75,0.03,0.1715,0.4975,0.124,0.047,17/12/2025,Control-Sun
C8,170,8,2349,2135,20251216_123845.jpg,2992,2992,0.215193779,0.948531764,0.408765729,0.024536225,0.109769221,0.111143732,0.211538462,1,0.415686275,GREEN_Control_ids,GREEN,0.9,0.03,0.1173,0.3287,0.082,0.035,17/12/2025,Control-Sun
C10,13,17,2415,2374,20251216_123941.jpg,2992,2992,0.212866813,0.957686641,0.434197306,0.024757558,0.103465723,0.107662904,0.210451977,1,0.447058824,GREEN_Control_ids,GREEN,0.5,0.03,0.1059,0.2438,0.061,0.045,17/12/2025,Control-Sun
C2,260,8,2242,2390,20251216_123338.jpg,2992,2992,0.110107167,0.583749993,0.293645466,0.026062337,0.268507851,0.10624093,0.104166667,0.524271845,0.298039216,RED_Control_ids,RED,0.42,0.03,0.7704,0.4259,0.106,0.664,17/12/2025,Control-Sun
R2,0,206,2593,2160,20251216_120250.jpg,2992,2992,0.133675664,0.541416132,0.261724305,0.034260591,0.271091615,0.091790406,0.133333333,0.511627907,0.254901961,RED_white_blue_led_ids,RED,1.2,0.03,0.4441,0.7598,0.19,0.254,17/12/2025,White+Blue LED
G10,104,74,2629,2745,20251216_122052.jpg,2992,2992,0.207169142,0.903163186,0.535895026,0.021368193,0.155385821,0.111161433,0.202777778,1,0.545098039,GREEN_white_led_ids,GREEN,1.53,0.03,0.13,0.3798,0.095,0.035,17/12/2025,White LED
R3,5,0,2201,2481,20251216_120336.jpg,2992,2992,0.124571318,0.558778165,0.288821473,0.03062855,0.289397152,0.095718024,0.120567376,0.5,0.298039216,RED_white_blue_led_ids,RED,0.38,0.03,0.5158,0.5741,0.144,0.372,17/12/2025,White+Blue LED
R4,46,0,2662,2432,20251216_120405.jpg,2992,2992,0.118956463,0.517046471,0.263776065,0.038218085,0.279852478,0.09330583,0.115942029,0.474576271,0.258823529,RED_white_blue_led_ids,RED,0.78,0.03,0.3692,0.5843,0.146,0.223,17/12/2025,White+Blue LED
R5,29,17,2291,2349,20251216_120432.jpg,2992,2992,0.151095281,0.642404554,0.268105467,0.025635873,0.286446145,0.091140696,0.14957265,0.64,0.262745098,RED_white_blue_led_ids,RED,1.6,0.03,0.4115,0.4563,0.114,0.297,17/12/2025,White+Blue LED
G1,21,25,2489,2316,20251216_120649.jpg,2992,2992,0.222775939,0.936023942,0.325249068,0.027777793,0.128694815,0.092138494,0.220779221,1,0.325490196,GREEN_white_blue_led_ids,GREEN,1.37,0.03,0.1367,0.3499,0.087,0.049,17/12/2025,White+Blue LED
G2,13,107,2374,2225,20251216_120714.jpg,2992,2992,0.219682481,0.873309485,0.355527353,0.024347036,0.158906498,0.09199791,0.220779221,0.958762887,0.360784314,GREEN_white_blue_led_ids,GREEN,1.3,0.03,0.1486,0.4449,0.111,0.037,17/12/2025,White+Blue LED
G3,5,8,2695,2341,20251216_120738.jpg,2992,2992,0.219081808,0.88827287,0.414829233,0.019957189,0.144785527,0.095189082,0.218487395,0.97,0.415686275,GREEN_white_blue_led_ids,GREEN,1.02,0.03,0.1177,0.2626,0.066,0.052,17/12/2025,White+Blue LED
G4,301,0,2258,2448,20251216_120801.jpg,2992,2992,0.215774931,0.890328829,0.411824984,0.021328802,0.161390771,0.101104537,0.215053763,1,0.415686275,GREEN_white_blue_led_ids,GREEN,1.43,0.03,0.136,0.3986,0.1,0.036,17/12/2025,White+Blue LED
